Order_ID,Order_Date,Customer_ID,Gender,City,State,Country,Product_ID,Product_Name,Category,Quantity,Unit_Price,Discount,Sales,Profit,Payment_Method,Ship_Date,Ship_Mode,Order_Status,Year,Month_Name,Month_NO,Profit_Margin
3996,26-05-2023,CUST4593,Male,Hyderabad,Telangana,India,PROD516,Television,Electronics,2,1509,5,2867.1,447.17,Debit Card,31-05-2023,Same Day,Returned,2023,May,5,15.59659586
3997,26-05-2023,CUST2739,Male,Bengaluru,Karnataka,India,PROD619,Earphones,Electronics,1,24740,20,19792,1888.64,Debit Card,27-05-2023,Standard,Returned,2023,May,5,9.54244139
3998,26-05-2023,CUST2681,Male,Kolkata,West Bengal,India,PROD274,T-shirt,Fashion,2,34130,10,61434,8086.37,Cash on Delivery,27-05-2023,Standard,Shipped,2023,May,5,13.16269492
3999,26-05-2023,CUST8442,Female,Delhi,Delhi,India,PROD832,Television,Electronics,3,27468,20,65923.2,8823.41,Net Banking,27-05-2023,Express,Shipped,2023,May,5,13.38437758
4000,26-05-2023,CUST7575,Male,Delhi,Delhi,India,PROD614,Power Bank,Electronics,3,25207,0,75621,7112.36,Credit Card,29-05-2023,Express,Cancelled,2023,May,5,9.405271023
4001,27-05-2023,CUST1688,Female,Kolkata,West Bengal,India,PROD650,Backpack,Fashion,2,9093,0,18186,1815.78,Debit Card,29-05-2023,Express,Delivered,2023,May,5,9.984493566
4002,27-05-2023,CUST2896,Female,Ahmedabad,Gujarat,India,PROD233,Mobile,Electronics,2,2012,15,3420.4,255.72,Cash on Delivery,29-05-2023,Express,Cancelled,2023,May,5,7.476318559
4003,27-05-2023,CUST4942,Male,Mumbai,Maharashtra,India,PROD179,T-shirt,Fashion,3,14834,0,44502,7114.38,Net Banking,28-05-2023,Same Day,Returned,2023,May,5,15.98665229
4004,27-05-2023,CUST5350,Male,Mumbai,Maharashtra,India,PROD649,Power Bank,Electronics,1,22213,5,21102.35,3662.34,Net Banking,30-05-2023,Same Day,Delivered,2023,May,5,17.35512869
4005,27-05-2023,CUST2413,Female,Mumbai,Maharashtra,India,PROD290,Charger,Electronics,4,11862,10,42703.2,10002.07,Net Banking,02-06-2023,Standard,Returned,2023,May,5,23.42229622
4006,27-05-2023,CUST7823,Male,Hyderabad,Telangana,India,PROD346,Television,Electronics,2,49783,20,79652.8,19114.52,Net Banking,28-05-2023,Same Day,Shipped,2023,May,5,23.99729827
4007,27-05-2023,CUST3041,Male,Delhi,Delhi,India,PROD852,Charger,Electronics,1,8870,10,7983,1969.07,Credit Card,28-05-2023,Express,Shipped,2023,May,5,24.6657898
4008,27-05-2023,CUST2740,Female,Kolkata,West Bengal,India,PROD246,Power Bank,Electronics,4,24157,10,86965.2,10584.76,Cash on Delivery,31-05-2023,Standard,Cancelled,2023,May,5,12.17125931
4009,27-05-2023,CUST7435,Female,Hyderabad,Telangana,India,PROD725,Refrigerator,Electronics,2,41100,10,73980,17905.24,Debit Card,29-05-2023,Express,Returned,2023,May,5,24.20281157
4010,27-05-2023,CUST9234,Female,Ahmedabad,Gujarat,India,PROD435,Backpack,Fashion,2,8580,10,15444,3845.77,Credit Card,02-06-2023,Same Day,Cancelled,2023,May,5,24.90138565
4011,27-05-2023,CUST1921,Female,Pune,Maharashtra,India,PROD989,Mobile,Electronics,2,49327,5,93721.3,20867.96,Debit Card,02-06-2023,Standard,Shipped,2023,May,5,22.26597369
4012,27-05-2023,CUST2886,Male,Chennai,Tamil Nadu,India,PROD493,Washing Machine,Electronics,1,16452,10,14806.8,975.81,Cash on Delivery,02-06-2023,Standard,Delivered,2023,May,5,6.590282843
4013,27-05-2023,CUST4116,Male,Ahmedabad,Gujarat,India,PROD299,Laptop,Electronics,3,3692,20,8860.8,1211.7,Net Banking,29-05-2023,Standard,Delivered,2023,May,5,13.67483749
4014,27-05-2023,CUST6909,Male,Hyderabad,Telangana,India,PROD602,Charger,Electronics,2,29969,20,47950.4,4910.15,Credit Card,31-05-2023,Express,Shipped,2023,May,5,10.24006056
4015,27-05-2023,CUST3392,Female,Delhi,Delhi,India,PROD715,Charger,Electronics,2,21733,5,41292.7,7137.59,Credit Card,29-05-2023,Express,Returned,2023,May,5,17.28535552
4016,27-05-2023,CUST5758,Female,Kolkata,West Bengal,India,PROD474,Washing Machine,Electronics,1,37433,5,35561.35,1821.78,Cash on Delivery,02-06-2023,Same Day,Delivered,2023,May,5,5.122921374
4017,27-05-2023,CUST2712,Male,Bengaluru,Karnataka,India,PROD479,Television,Electronics,4,47221,20,151107.2,19983.16,Net Banking,02-06-2023,Same Day,Shipped,2023,May,5,13.22449228
4018,27-05-2023,CUST5950,Male,Pune,Maharashtra,India,PROD350,Mobile,Electronics,4,25490,5,96862,7271.57,Net Banking,28-05-2023,Same Day,Returned,2023,May,5,7.507144185
4019,27-05-2023,CUST4301,Female,Chennai,Tamil Nadu,India,PROD622,Refrigerator,Electronics,4,6669,15,22674.6,3899.77,Debit Card,28-05-2023,Same Day,Cancelled,2023,May,5,17.19884805
4020,27-05-2023,CUST4430,Female,Kolkata,West Bengal,India,PROD255,Charger,Electronics,2,38333,5,72832.7,10287.25,Net Banking,02-06-2023,Express,Cancelled,2023,May,5,14.12449353
4021,27-05-2023,CUST8969,Female,Delhi,Delhi,India,PROD953,T-shirt,Fashion,4,43979,5,167120.2,32670.29,Credit Card,01-06-2023,Same Day,Delivered,2023,May,5,19.54897732
4022,27-05-2023,CUST5161,Female,Mumbai,Maharashtra,India,PROD917,Washing Machine,Electronics,1,34361,5,32642.95,3116.68,Cash on Delivery,31-05-2023,Express,Shipped,2023,May,5,9.547789033
4023,27-05-2023,CUST4916,Male,Mumbai,Maharashtra,India,PROD604,Shoes,Fashion,1,10707,15,9100.95,1995.17,Debit Card,28-05-2023,Standard,Shipped,2023,May,5,21.92265643
4024,27-05-2023,CUST6441,Female,Delhi,Delhi,India,PROD168,Television,Electronics,3,24930,5,71050.5,3709.85,UPI,29-05-2023,Same Day,Shipped,2023,May,5,5.221427013
4025,27-05-2023,CUST4984,Male,Delhi,Delhi,India,PROD291,Earphones,Electronics,1,28985,0,28985,1974.04,UPI,01-06-2023,Same Day,Delivered,2023,May,5,6.810557185
4026,27-05-2023,CUST6968,Male,Kolkata,West Bengal,India,PROD233,T-shirt,Fashion,1,10173,20,8138.4,456.8,Cash on Delivery,28-05-2023,Standard,Returned,2023,May,5,5.612896884
4027,27-05-2023,CUST5322,Male,Pune,Maharashtra,India,PROD554,Earphones,Electronics,1,17380,5,16511,2157.51,Cash on Delivery,29-05-2023,Same Day,Cancelled,2023,May,5,13.06710678
4028,27-05-2023,CUST9838,Female,Hyderabad,Telangana,India,PROD849,Laptop,Electronics,4,48600,15,165240,28613.77,Cash on Delivery,28-05-2023,Express,Returned,2023,May,5,17.31649116
4029,28-05-2023,CUST1944,Female,Hyderabad,Telangana,India,PROD237,Power Bank,Electronics,4,38067,0,152268,37660.6,Net Banking,30-05-2023,Standard,Delivered,2023,May,5,24.73310216
4030,28-05-2023,CUST4123,Female,Chennai,Tamil Nadu,India,PROD902,T-shirt,Fashion,2,1280,10,2304,185.02,Net Banking,29-05-2023,Express,Cancelled,2023,May,5,8.030381944
4031,28-05-2023,CUST7057,Female,Mumbai,Maharashtra,India,PROD931,Power Bank,Electronics,3,17803,5,50738.55,6791.07,Net Banking,31-05-2023,Express,Delivered,2023,May,5,13.38443846
4032,28-05-2023,CUST6386,Male,Bengaluru,Karnataka,India,PROD326,Power Bank,Electronics,3,4288,20,10291.2,769.74,Net Banking,03-06-2023,Standard,Delivered,2023,May,5,7.479594216
4033,28-05-2023,CUST4948,Female,Delhi,Delhi,India,PROD806,Mobile,Electronics,4,37909,0,151636,19500.86,Credit Card,02-06-2023,Same Day,Returned,2023,May,5,12.86031022
4034,28-05-2023,CUST4065,Female,Bengaluru,Karnataka,India,PROD314,Mobile,Electronics,1,29917,0,29917,3711.85,Debit Card,02-06-2023,Standard,Cancelled,2023,May,5,12.40715981
4035,28-05-2023,CUST5784,Male,Mumbai,Maharashtra,India,PROD879,Backpack,Fashion,4,12987,5,49350.6,7434.52,Cash on Delivery,30-05-2023,Express,Returned,2023,May,5,15.06470033
4036,28-05-2023,CUST6662,Female,Bengaluru,Karnataka,India,PROD116,Refrigerator,Electronics,3,48677,5,138729.45,30216.68,Cash on Delivery,30-05-2023,Express,Cancelled,2023,May,5,21.78101333
4037,28-05-2023,CUST7021,Female,Chennai,Tamil Nadu,India,PROD622,Laptop,Electronics,4,30519,10,109868.4,24272.04,Credit Card,02-06-2023,Same Day,Shipped,2023,May,5,22.09192088
4038,28-05-2023,CUST2506,Female,Delhi,Delhi,India,PROD117,Television,Electronics,2,8414,15,14303.8,2104.24,Cash on Delivery,01-06-2023,Standard,Shipped,2023,May,5,14.7110558
4039,28-05-2023,CUST2448,Male,Pune,Maharashtra,India,PROD697,Power Bank,Electronics,2,9190,15,15623,1353.13,UPI,31-05-2023,Express,Shipped,2023,May,5,8.661140626
4040,28-05-2023,CUST5812,Female,Mumbai,Maharashtra,India,PROD738,Earphones,Electronics,2,29219,15,49672.3,11505.05,Net Banking,30-05-2023,Express,Cancelled,2023,May,5,23.16190311
4041,28-05-2023,CUST9543,Male,Ahmedabad,Gujarat,India,PROD642,Washing Machine,Electronics,2,9097,10,16374.6,1136.22,Debit Card,03-06-2023,Same Day,Shipped,2023,May,5,6.938917592
4042,28-05-2023,CUST3470,Male,Bengaluru,Karnataka,India,PROD736,Television,Electronics,4,47799,5,181636.2,14922.01,Net Banking,29-05-2023,Express,Delivered,2023,May,5,8.215328222
4043,28-05-2023,CUST5832,Female,Pune,Maharashtra,India,PROD347,Television,Electronics,2,16713,20,26740.8,5103.01,Debit Card,01-06-2023,Express,Delivered,2023,May,5,19.0832361
4044,28-05-2023,CUST8972,Female,Bengaluru,Karnataka,India,PROD291,Earphones,Electronics,2,10575,0,21150,2668.13,UPI,31-05-2023,Standard,Delivered,2023,May,5,12.61527187
4045,28-05-2023,CUST9861,Male,Chennai,Tamil Nadu,India,PROD792,T-shirt,Fashion,3,4892,20,11740.8,705.38,UPI,03-06-2023,Standard,Shipped,2023,May,5,6.00793813
4046,28-05-2023,CUST3666,Male,Kolkata,West Bengal,India,PROD407,Power Bank,Electronics,2,12018,20,19228.8,4193.6,Net Banking,30-05-2023,Same Day,Cancelled,2023,May,5,21.80895324
4047,28-05-2023,CUST3640,Male,Bengaluru,Karnataka,India,PROD392,Power Bank,Electronics,3,13486,10,36412.2,8331.76,Debit Card,31-05-2023,Standard,Cancelled,2023,May,5,22.88178138
4048,28-05-2023,CUST9839,Female,Chennai,Tamil Nadu,India,PROD214,Television,Electronics,4,11536,20,36915.2,6140.61,UPI,31-05-2023,Express,Delivered,2023,May,5,16.63436742
4049,28-05-2023,CUST8315,Female,Mumbai,Maharashtra,India,PROD905,Mobile,Electronics,2,26158,15,44468.6,6529.67,Debit Card,29-05-2023,Same Day,Shipped,2023,May,5,14.68377687
4050,28-05-2023,CUST3389,Female,Mumbai,Maharashtra,India,PROD567,Mobile,Electronics,4,3809,15,12950.6,2556.56,Debit Card,03-06-2023,Standard,Cancelled,2023,May,5,19.74086143
4051,28-05-2023,CUST8989,Female,Delhi,Delhi,India,PROD159,Refrigerator,Electronics,2,32324,10,58183.2,14032.95,Debit Card,03-06-2023,Same Day,Delivered,2023,May,5,24.11856
4052,28-05-2023,CUST8234,Male,Bengaluru,Karnataka,India,PROD358,Television,Electronics,4,27875,0,111500,26034.86,Credit Card,30-05-2023,Same Day,Delivered,2023,May,5,23.34965022
4053,28-05-2023,CUST5735,Female,Kolkata,West Bengal,India,PROD848,Earphones,Electronics,4,8760,15,29784,5546.03,Credit Card,02-06-2023,Express,Cancelled,2023,May,5,18.62083669
4054,28-05-2023,CUST4180,Female,Chennai,Tamil Nadu,India,PROD593,Earphones,Electronics,2,47430,10,85374,5411.34,UPI,01-06-2023,Express,Cancelled,2023,May,5,6.338393422
4055,28-05-2023,CUST5307,Male,Chennai,Tamil Nadu,India,PROD843,Notebook,Stationery,2,24531,0,49062,10996,Net Banking,29-05-2023,Same Day,Cancelled,2023,May,5,22.41245771
4056,29-05-2023,CUST5019,Female,Delhi,Delhi,India,PROD556,Television,Electronics,2,37412,20,59859.2,8370.48,Net Banking,04-06-2023,Express,Delivered,2023,May,5,13.98361488
4057,29-05-2023,CUST8345,Female,Delhi,Delhi,India,PROD255,Mobile,Electronics,4,15615,0,62460,14722.81,Credit Card,30-05-2023,Same Day,Delivered,2023,May,5,23.57158181
4058,29-05-2023,CUST1819,Male,Hyderabad,Telangana,India,PROD488,Refrigerator,Electronics,1,25037,15,21281.45,4686.03,Credit Card,04-06-2023,Same Day,Returned,2023,May,5,22.01931729
4059,29-05-2023,CUST8484,Male,Hyderabad,Telangana,India,PROD140,Washing Machine,Electronics,4,19130,15,65042,14280.23,Cash on Delivery,01-06-2023,Standard,Shipped,2023,May,5,21.95539805
4060,29-05-2023,CUST3943,Male,Hyderabad,Telangana,India,PROD343,Charger,Electronics,1,20837,15,17711.45,2916.52,UPI,04-06-2023,Express,Cancelled,2023,May,5,16.46686183
4061,29-05-2023,CUST4312,Female,Kolkata,West Bengal,India,PROD188,Backpack,Fashion,2,38515,5,73178.5,17532.18,Net Banking,30-05-2023,Express,Shipped,2023,May,5,23.95810245
4062,29-05-2023,CUST6491,Female,Hyderabad,Telangana,India,PROD205,Washing Machine,Electronics,3,6184,20,14841.6,3640.69,Cash on Delivery,04-06-2023,Express,Returned,2023,May,5,24.53030671
4063,29-05-2023,CUST7435,Female,Kolkata,West Bengal,India,PROD431,T-shirt,Fashion,3,18134,20,43521.6,4056.18,Net Banking,01-06-2023,Same Day,Cancelled,2023,May,5,9.3199239
4064,29-05-2023,CUST6438,Male,Hyderabad,Telangana,India,PROD838,Shoes,Fashion,4,4738,15,16109.2,3233.81,Credit Card,30-05-2023,Same Day,Returned,2023,May,5,20.07430537
4065,29-05-2023,CUST1068,Male,Hyderabad,Telangana,India,PROD203,Refrigerator,Electronics,3,31970,10,86319,12722.55,Debit Card,02-06-2023,Standard,Delivered,2023,May,5,14.73899142
4066,29-05-2023,CUST8432,Female,Hyderabad,Telangana,India,PROD546,Shoes,Fashion,2,23681,10,42625.8,9446.2,Cash on Delivery,04-06-2023,Same Day,Returned,2023,May,5,22.1607571
4067,29-05-2023,CUST5112,Female,Mumbai,Maharashtra,India,PROD597,Shoes,Fashion,4,3799,15,12916.6,1484.36,Debit Card,30-05-2023,Same Day,Delivered,2023,May,5,11.49187867
4068,29-05-2023,CUST3236,Female,Chennai,Tamil Nadu,India,PROD254,Backpack,Fashion,4,44279,5,168260.2,26693.65,UPI,31-05-2023,Express,Shipped,2023,May,5,15.86450628
4069,29-05-2023,CUST7552,Male,Hyderabad,Telangana,India,PROD367,T-shirt,Fashion,1,38523,0,38523,8371.88,Net Banking,30-05-2023,Express,Returned,2023,May,5,21.73216001
4070,29-05-2023,CUST8263,Male,Bengaluru,Karnataka,India,PROD880,Mobile,Electronics,4,23855,5,90649,15007.65,Debit Card,04-06-2023,Same Day,Delivered,2023,May,5,16.55578109
4071,29-05-2023,CUST4963,Female,Hyderabad,Telangana,India,PROD267,T-shirt,Fashion,3,31984,0,95952,6880.56,Cash on Delivery,02-06-2023,Standard,Shipped,2023,May,5,7.170835418
4072,29-05-2023,CUST7578,Female,Mumbai,Maharashtra,India,PROD608,Backpack,Fashion,1,3901,20,3120.8,365.77,Cash on Delivery,03-06-2023,Express,Shipped,2023,May,5,11.72039221
4073,29-05-2023,CUST9509,Male,Hyderabad,Telangana,India,PROD415,Power Bank,Electronics,2,19700,0,39400,3744.91,Credit Card,02-06-2023,Express,Shipped,2023,May,5,9.504847716
4074,29-05-2023,CUST2560,Male,Kolkata,West Bengal,India,PROD267,Earphones,Electronics,2,21609,10,38896.2,8845.55,Net Banking,04-06-2023,Standard,Shipped,2023,May,5,22.74142461
4075,29-05-2023,CUST4544,Male,Mumbai,Maharashtra,India,PROD176,Refrigerator,Electronics,1,20291,20,16232.8,3882.08,Credit Card,03-06-2023,Express,Returned,2023,May,5,23.91503622
4076,29-05-2023,CUST8192,Female,Bengaluru,Karnataka,India,PROD501,Charger,Electronics,4,30088,10,108316.8,14872.06,Net Banking,04-06-2023,Same Day,Cancelled,2023,May,5,13.73015082
4077,29-05-2023,CUST8794,Male,Pune,Maharashtra,India,PROD451,Shoes,Fashion,2,37746,0,75492,18077.75,Debit Card,02-06-2023,Standard,Returned,2023,May,5,23.94657712
4078,29-05-2023,CUST4687,Male,Bengaluru,Karnataka,India,PROD323,Mobile,Electronics,1,5981,20,4784.8,255.45,Net Banking,04-06-2023,Same Day,Returned,2023,May,5,5.33878114
4079,29-05-2023,CUST3709,Male,Kolkata,West Bengal,India,PROD233,Shoes,Fashion,2,27246,20,43593.6,4848.87,Debit Card,04-06-2023,Standard,Cancelled,2023,May,5,11.12289419
4080,29-05-2023,CUST4315,Female,Delhi,Delhi,India,PROD796,Charger,Electronics,1,47704,15,40548.4,4419.58,Credit Card,30-05-2023,Same Day,Delivered,2023,May,5,10.89951761
4081,29-05-2023,CUST7157,Female,Kolkata,West Bengal,India,PROD345,T-shirt,Fashion,1,7085,15,6022.25,801.35,Cash on Delivery,03-06-2023,Express,Shipped,2023,May,5,13.30648844
4082,29-05-2023,CUST8197,Male,Mumbai,Maharashtra,India,PROD839,Notebook,Stationery,2,11179,20,17886.4,3491.98,Cash on Delivery,02-06-2023,Same Day,Returned,2023,May,5,19.52310135
4083,30-05-2023,CUST6664,Female,Hyderabad,Telangana,India,PROD970,Power Bank,Electronics,1,3085,10,2776.5,386.83,Net Banking,05-06-2023,Same Day,Delivered,2023,May,5,13.93228885
4084,30-05-2023,CUST9683,Male,Kolkata,West Bengal,India,PROD960,Notebook,Stationery,4,3439,20,11004.8,1145.19,Cash on Delivery,04-06-2023,Same Day,Delivered,2023,May,5,10.40627726
4085,30-05-2023,CUST7919,Male,Hyderabad,Telangana,India,PROD814,Power Bank,Electronics,1,40433,20,32346.4,4410.5,Credit Card,05-06-2023,Standard,Delivered,2023,May,5,13.63521134
4086,30-05-2023,CUST5712,Female,Chennai,Tamil Nadu,India,PROD873,Notebook,Stationery,2,1965,5,3733.5,407.26,Credit Card,03-06-2023,Standard,Returned,2023,May,5,10.90826302
4087,30-05-2023,CUST7872,Male,Delhi,Delhi,India,PROD419,Shoes,Fashion,2,13969,20,22350.4,3856.3,Debit Card,01-06-2023,Express,Cancelled,2023,May,5,17.25382991
4088,30-05-2023,CUST8940,Male,Pune,Maharashtra,India,PROD375,T-shirt,Fashion,3,2438,15,6216.9,381.05,Debit Card,02-06-2023,Same Day,Returned,2023,May,5,6.129260564
4089,30-05-2023,CUST3640,Female,Kolkata,West Bengal,India,PROD226,Charger,Electronics,2,30141,5,57267.9,4355.59,Net Banking,01-06-2023,Same Day,Delivered,2023,May,5,7.605639459
4090,30-05-2023,CUST2973,Male,Hyderabad,Telangana,India,PROD910,Television,Electronics,3,8055,20,19332,2947.51,Net Banking,03-06-2023,Express,Returned,2023,May,5,15.24679288
4091,30-05-2023,CUST9266,Male,Hyderabad,Telangana,India,PROD391,T-shirt,Fashion,2,7518,10,13532.4,877.58,Credit Card,02-06-2023,Same Day,Shipped,2023,May,5,6.485028524
4092,30-05-2023,CUST1349,Female,Ahmedabad,Gujarat,India,PROD635,Charger,Electronics,4,47495,5,180481,10885.87,UPI,03-06-2023,Standard,Cancelled,2023,May,5,6.031587813
4093,30-05-2023,CUST2440,Female,Delhi,Delhi,India,PROD349,Backpack,Fashion,2,20670,5,39273,8402.65,Net Banking,03-06-2023,Standard,Delivered,2023,May,5,21.39548799
4094,30-05-2023,CUST7262,Female,Bengaluru,Karnataka,India,PROD435,Laptop,Electronics,3,24461,0,73383,13148.01,Cash on Delivery,01-06-2023,Standard,Delivered,2023,May,5,17.91696987
4095,30-05-2023,CUST9142,Female,Kolkata,West Bengal,India,PROD547,Earphones,Electronics,2,1430,10,2574,278.81,Debit Card,05-06-2023,Same Day,Cancelled,2023,May,5,10.83177933
4096,30-05-2023,CUST7790,Female,Kolkata,West Bengal,India,PROD106,Refrigerator,Electronics,1,19287,10,17358.3,2072.06,Net Banking,02-06-2023,Standard,Returned,2023,May,5,11.93699844
4097,30-05-2023,CUST6607,Female,Bengaluru,Karnataka,India,PROD527,Laptop,Electronics,4,36452,0,145808,15273.84,UPI,05-06-2023,Standard,Returned,2023,May,5,10.47531
4098,30-05-2023,CUST4807,Male,Ahmedabad,Gujarat,India,PROD261,Earphones,Electronics,2,6562,10,11811.6,1691.1,Credit Card,05-06-2023,Same Day,Cancelled,2023,May,5,14.31728132
4099,30-05-2023,CUST9292,Male,Pune,Maharashtra,India,PROD751,Power Bank,Electronics,3,29933,10,80819.1,13841.09,Net Banking,05-06-2023,Standard,Returned,2023,May,5,17.12601353
4100,30-05-2023,CUST9095,Female,Bengaluru,Karnataka,India,PROD904,Backpack,Fashion,2,38360,15,65212,7624.29,Cash on Delivery,05-06-2023,Standard,Cancelled,2023,May,5,11.6915445
4101,30-05-2023,CUST2196,Male,Hyderabad,Telangana,India,PROD591,Television,Electronics,2,4877,10,8778.6,920.37,UPI,03-06-2023,Standard,Delivered,2023,May,5,10.48424578
4102,30-05-2023,CUST4222,Male,Pune,Maharashtra,India,PROD546,Earphones,Electronics,3,20935,20,50244,9537.41,Debit Card,01-06-2023,Standard,Shipped,2023,May,5,18.98218693
4103,30-05-2023,CUST5975,Female,Delhi,Delhi,India,PROD655,Washing Machine,Electronics,3,9283,20,22279.2,3697.02,Cash on Delivery,02-06-2023,Same Day,Cancelled,2023,May,5,16.59404287
4104,30-05-2023,CUST3624,Male,Hyderabad,Telangana,India,PROD396,Shoes,Fashion,1,45493,5,43218.35,8472.87,Cash on Delivery,01-06-2023,Same Day,Delivered,2023,May,5,19.6047975
4105,30-05-2023,CUST5411,Female,Delhi,Delhi,India,PROD310,Backpack,Fashion,1,23390,20,18712,2865.78,Net Banking,31-05-2023,Express,Shipped,2023,May,5,15.3151988
4106,30-05-2023,CUST9637,Male,Ahmedabad,Gujarat,India,PROD136,T-shirt,Fashion,3,24282,10,65561.4,7201.83,UPI,05-06-2023,Express,Cancelled,2023,May,5,10.98486304
4107,30-05-2023,CUST3702,Male,Chennai,Tamil Nadu,India,PROD120,Television,Electronics,4,15997,20,51190.4,3563.95,UPI,31-05-2023,Same Day,Delivered,2023,May,5,6.962145246
4108,30-05-2023,CUST7320,Female,Ahmedabad,Gujarat,India,PROD813,Notebook,Stationery,2,41559,20,66494.4,7691.97,Net Banking,01-06-2023,Same Day,Cancelled,2023,May,5,11.56784631
4109,30-05-2023,CUST9714,Female,Hyderabad,Telangana,India,PROD654,Mobile,Electronics,4,45502,5,172907.6,11106.15,Credit Card,02-06-2023,Same Day,Returned,2023,May,5,6.423170526
4110,30-05-2023,CUST9872,Female,Kolkata,West Bengal,India,PROD672,Notebook,Stationery,1,34907,15,29670.95,6897.71,UPI,31-05-2023,Standard,Shipped,2023,May,5,23.24735137
4111,31-05-2023,CUST4799,Female,Pune,Maharashtra,India,PROD156,Power Bank,Electronics,4,36641,10,131907.6,21792.23,Cash on Delivery,05-06-2023,Same Day,Delivered,2023,May,5,16.52082973
4112,31-05-2023,CUST6872,Male,Pune,Maharashtra,India,PROD376,Television,Electronics,3,12910,15,32920.5,5672.26,Debit Card,03-06-2023,Standard,Shipped,2023,May,5,17.23017573
4113,31-05-2023,CUST3407,Male,Delhi,Delhi,India,PROD204,Shoes,Fashion,4,21361,20,68355.2,8027.5,UPI,03-06-2023,Same Day,Delivered,2023,May,5,11.74380296
4114,31-05-2023,CUST1065,Female,Bengaluru,Karnataka,India,PROD598,Shoes,Fashion,2,5352,5,10168.8,1947.24,Credit Card,02-06-2023,Express,Cancelled,2023,May,5,19.14916214
4115,31-05-2023,CUST3680,Female,Hyderabad,Telangana,India,PROD672,Mobile,Electronics,3,6252,15,15942.6,3779.8,Net Banking,02-06-2023,Express,Shipped,2023,May,5,23.70880534
4116,31-05-2023,CUST9098,Female,Bengaluru,Karnataka,India,PROD236,Notebook,Stationery,3,8287,15,21131.85,1652.38,UPI,01-06-2023,Same Day,Delivered,2023,May,5,7.819381644
4117,31-05-2023,CUST2704,Female,Mumbai,Maharashtra,India,PROD671,Power Bank,Electronics,3,9216,10,24883.2,5853.31,Cash on Delivery,03-06-2023,Express,Returned,2023,May,5,23.52314011
4118,31-05-2023,CUST8614,Female,Pune,Maharashtra,India,PROD260,Washing Machine,Electronics,4,45699,15,155376.6,32730.96,Cash on Delivery,05-06-2023,Same Day,Delivered,2023,May,5,21.06556586
4119,31-05-2023,CUST4452,Female,Ahmedabad,Gujarat,India,PROD913,Laptop,Electronics,1,11184,0,11184,2050.38,UPI,06-06-2023,Express,Cancelled,2023,May,5,18.33315451
4120,31-05-2023,CUST1289,Male,Mumbai,Maharashtra,India,PROD113,T-shirt,Fashion,2,7752,20,12403.2,1424.29,Net Banking,05-06-2023,Standard,Cancelled,2023,May,5,11.48324626
4121,31-05-2023,CUST8089,Female,Hyderabad,Telangana,India,PROD455,Charger,Electronics,4,26751,5,101653.8,11136.01,Net Banking,06-06-2023,Same Day,Delivered,2023,May,5,10.95483887
4122,31-05-2023,CUST2662,Female,Chennai,Tamil Nadu,India,PROD127,Backpack,Fashion,1,209,20,167.2,35.29,Debit Card,01-06-2023,Standard,Cancelled,2023,May,5,21.10645933
4123,31-05-2023,CUST2205,Female,Kolkata,West Bengal,India,PROD670,Earphones,Electronics,1,41127,5,39070.65,8140.21,Debit Card,02-06-2023,Standard,Shipped,2023,May,5,20.83459067
4124,31-05-2023,CUST6059,Male,Mumbai,Maharashtra,India,PROD481,Television,Electronics,3,23835,15,60779.25,4126.39,UPI,05-06-2023,Express,Shipped,2023,May,5,6.789142676
4125,31-05-2023,CUST1231,Male,Kolkata,West Bengal,India,PROD889,Shoes,Fashion,3,16876,10,45565.2,8821.67,Debit Card,06-06-2023,Same Day,Cancelled,2023,May,5,19.36054269
4126,31-05-2023,CUST2151,Male,Chennai,Tamil Nadu,India,PROD859,Mobile,Electronics,3,49113,0,147339,16215.56,Cash on Delivery,02-06-2023,Express,Cancelled,2023,May,5,11.00561291
4127,31-05-2023,CUST2656,Male,Bengaluru,Karnataka,India,PROD670,Power Bank,Electronics,2,35514,0,71028,6071.84,Cash on Delivery,05-06-2023,Same Day,Delivered,2023,May,5,8.548516078
4128,31-05-2023,CUST9737,Male,Pune,Maharashtra,India,PROD245,Backpack,Fashion,4,14603,20,46729.6,4253.53,Credit Card,04-06-2023,Same Day,Cancelled,2023,May,5,9.102431863
4129,31-05-2023,CUST4455,Female,Bengaluru,Karnataka,India,PROD125,Power Bank,Electronics,3,1808,10,4881.6,305.29,Cash on Delivery,01-06-2023,Same Day,Shipped,2023,May,5,6.253892167
4130,31-05-2023,CUST3504,Female,Mumbai,Maharashtra,India,PROD713,T-shirt,Fashion,4,10019,20,32060.8,7993.19,Cash on Delivery,05-06-2023,Express,Delivered,2023,May,5,24.93134919
4131,31-05-2023,CUST5517,Male,Hyderabad,Telangana,India,PROD132,Charger,Electronics,3,485,5,1382.25,130.77,Debit Card,03-06-2023,Express,Delivered,2023,May,5,9.460661964
4132,31-05-2023,CUST3708,Male,Delhi,Delhi,India,PROD975,Backpack,Fashion,3,25393,0,76179,15583.94,Cash on Delivery,04-06-2023,Same Day,Cancelled,2023,May,5,20.45700259
4133,31-05-2023,CUST6964,Female,Hyderabad,Telangana,India,PROD807,Washing Machine,Electronics,4,44597,5,169468.6,10883.97,Cash on Delivery,06-06-2023,Express,Delivered,2023,May,5,6.422410995
